Order_ID	Customer	Customer_Country	Employee	Order_Year	Order_Month	Shipper	Freight	Product	Sales	Product_Unit_Price	Product_Units_InStock	Product_Units_On_Order	Category	Supplier	Supplier_Country	Order_Unit_Cost	Order_ExtendedCost	Profit	Count	__SEGMENT
10380	Hungry Owl	Ireland	Callahan	2006	6-Dec	Federal Shipping	35.03	My Brand A	335.34	25.89	10	0	Seafood	Nord-Ost	Germany	8	144	191.34	1	All Data
10380	Hungry Owl	Ireland	Callahan	2006	6-Dec	Federal Shipping	35.03	My Brand D	471.6	32.8	0	0	Meat	Gmate	Australia	10	200	271.6	1	All Data
10380	Hungry Owl	Ireland	Callahan	2006	6-Dec	Federal Shipping	35.03	My Brand C	146.88	34	19	0	Dairy Products	Gai P	France	11	66	80.88	1	All Data
10380	Hungry Owl	Ireland	Callahan	2006	6-Dec	Federal Shipping	35.03	My Brand B	360	15	15	10	Beverages	Pavlova	Australia	5	150	210	1	All Data
10381	LILA-Super	Venezuela	Leverling	2006	6-Dec	Federal Shipping	7.99	My Brand D	112	10	4	20	Produce	Tokyo Tdrs	Japan	3	42	70	1	All Data
10382	Ernst Hand	Austria	Peacock	2006	6-Dec	Speedy Express	94.77	My Brand A	544	21.35	0	0	Condiments	Cajun	USA	7	224	320	1	All Data
10382	Ernst Hand	Austria	Peacock	2006	6-Dec	Speedy Express	94.77	My Brand B	450	62.5	42	0	Seafood	Pavlova	Australia	20	180	270	1	All Data
10382	Ernst Hand	Austria	Peacock	2006	6-Dec	Speedy Express	94.77	My Brand D	1386	123.79	0	0	Meat	Plutzer	Germany	40	560	826	1	All Data
10382	Ernst Hand	Austria	Peacock	2006	6-Dec	Speedy Express	94.77	My Brand C	120	2.5	112	0	Dairy Products	Norske	Norway	1	60	60	1	All Data
10382	Ernst Hand	Austria	Peacock	2006	6-Dec	Speedy Express	94.77	My Brand C	400	10	4	20	Produce	Tokyo Tdrs	Japan	3	150	250	1	All Data
10383	ATH	UK	Callahan	2006	6-Dec	Federal Shipping	34.24	My Brand A	96	6	24	0	Seafood	Mayumis	Japan	2	40	56	1	All Data
10383	ATH	UK	Callahan	2006	6-Dec	Federal Shipping	34.24	My Brand A	195	16.25	65	0	Confections	Karkki	Finland	5	75	120	1	All Data
10383	ATH	UK	Callahan	2006	6-Dec	Federal Shipping	34.24	My Brand C	608	38	21	10	Grains	Pasta BSRL	Italy	12	240	368	1	All Data
10384	Berglunds	Sweden	Leverling	2006	6-Dec	Federal Shipping	168.64	My Brand C	1814.4	81	40	0	Confections	Specialty	UK	26	728	1086.4	1	All Data
10384	Berglunds	Sweden	Leverling	2006	6-Dec	Federal Shipping	168.64	My Brand A	408	34	19	0	Dairy Products	Gai P	France	11	165	243	1	All Data
10385	SRBA	USA	Davolio	2006	6-Dec	United Package	30.96	My Brand C	192	30	15	0	Produce	Kellys	USA	10	100	92	1	All Data
10385	SRBA	USA	Davolio	2006	6-Dec	United Package	30.96	My Brand D	435.2	34	19	0	Dairy Products	Gai P	France	11	220	215.2	1	All Data
10385	SRBA	USA	Davolio	2006	6-Dec	United Package	30.96	My Brand A	64	12.5	6	10	Confections	Specialty	UK	4	32	32	1	All Data
10386	Familia	Brazil	Dodsworth	2006	6-Dec	Federal Shipping	13.99	My Brand D	54	4.5	20	0	Beverages	Refrescos	Brazil	1	15	39	1	All Data
10386	Familia	Brazil	Dodsworth	2006	6-Dec	Federal Shipping	13.99	My Brand B	112	14	111	0	Beverages	Bigfoot	USA	4	40	72	1	All Data
10387	Sant�	Norway	Davolio	2006	6-Dec	United Package	93.63	My Brand B	54	4.5	20	0	Beverages	Refrescos	Brazil	1	15	39	1	All Data
10387	Sant�	Norway	Davolio	2006	6-Dec	United Package	93.63	My Brand C	218.4	45.6	26	0	Produce	Plutzer	Germany	15	90	128.4	1	All Data
10387	Sant�	Norway	Davolio	2006	6-Dec	United Package	93.63	My Brand B	528	55	79	0	Dairy Products	Gai P	France	18	216	312	1	All Data
10387	Sant�	Norway	Davolio	2006	6-Dec	United Package	93.63	My Brand C	258	21.5	26	0	Dairy Products	Norske	Norway	7	105	153	1	All Data
10388	Seven Seas	UK	Fuller	2006	6-Dec	Speedy Express	34.86	My Brand A	91.2	9.5	5	70	Seafood	Lyng	Denmark	3	45	46.2	1	All Data
10388	Seven Seas	UK	Fuller	2006	6-Dec	Speedy Express	34.86	My Brand A	89.6	7	38	0	Grains	Gmate	Australia	2	40	49.6	1	All Data
10388	Seven Seas	UK	Fuller	2006	6-Dec	Speedy Express	34.86	My Brand A	1048	32.8	0	0	Meat	Gmate	Australia	10	400	648	1	All Data
10389	BD Market	Canada	Peacock	2006	6-Dec	United Package	47.42	My Brand D	396.8	31	31	0	Seafood	Tokyo Tdrs	Japan	10	160	236.8	1	All Data
10389	BD Market	Canada	Peacock	2006	6-Dec	United Package	47.42	My Brand A	288	24	115	0	Meat	Ma Maison	Canada	8	120	168	1	All Data
10389	BD Market	Canada	Peacock	2006	6-Dec	United Package	47.42	My Brand A	788	49.3	17	0	Confections	Forets	Canada	16	320	468	1	All Data
10389	BD Market	Canada	Peacock	2006	6-Dec	United Package	47.42	My Brand B	360	15	15	10	Beverages	Pavlova	Australia	5	150	210	1	All Data
10390	Ernst Hand	Austria	Suyama	2006	6-Dec	Speedy Express	126.38	My Brand B	540	12.5	0	70	Dairy Products	Formaggi	Italy	4	240	300	1	All Data
10390	Ernst Hand	Austria	Suyama	2006	6-Dec	Speedy Express	126.38	My Brand C	518.4	18	20	0	Beverages	Bigfoot	USA	6	240	278.4	1	All Data
10390	Ernst Hand	Austria	Suyama	2006	6-Dec	Speedy Express	126.38	My Brand B	432	12	95	0	Seafood	Lyng	Denmark	4	180	252	1	All Data
10390	Ernst Hand	Austria	Suyama	2006	6-Dec	Speedy Express	126.38	My Brand D	600.48	34.8	14	0	Dairy Products	Formaggi	Italy	11	264	336.48	1	All Data
10391	Drachen	Germany	Leverling	2006	6-Dec	Federal Shipping	5.45	My Brand A	86.4	6	24	0	Seafood	Mayumis	Japan	2	36	50.4	1	All Data
10392	Piccolo	Austria	Fuller	2006	6-Dec	Federal Shipping	122.46	My Brand A	1440	36	26	0	Dairy Products	Norske	Norway	12	600	840	1	All Data
10393	Save-a-lot	USA	Davolio	2006	6-Dec	Federal Shipping	126.56	My Brand D	285	19	17	40	Beverages	Liquids	UK	6	150	135	1	All Data
10393	Save-a-lot	USA	Davolio	2006	6-Dec	Federal Shipping	126.56	My Brand B	585.9	23.25	35	0	Produce	Mayumis	Japan	7	294	291.9	1	All Data
10393	Save-a-lot	USA	Davolio	2006	6-Dec	Federal Shipping	126.56	My Brand B	58.8	14	76	0	Confections	Heli	Germany	4	28	30.8	1	All Data
10393	Save-a-lot	USA	Davolio	2006	6-Dec	Federal Shipping	126.56	My Brand D	1307.25	31.23	15	0	Confections	Heli	Germany	10	700	607.25	1	All Data
10393	Save-a-lot	USA	Davolio	2006	6-Dec	Federal Shipping	126.56	My Brand B	320	12.5	0	70	Dairy Products	Formaggi	Italy	4	128	192	1	All Data
10394	Hungry Coy	USA	Davolio	2006	6-Dec	Federal Shipping	30.34	My Brand B	48	6	24	0	Seafood	Mayumis	Japan	2	20	28	1	All Data
10394	Hungry Coy	USA	Davolio	2006	6-Dec	Federal Shipping	30.34	My Brand D	394	49.3	17	0	Confections	Forets	Canada	16	160	234	1	All Data
10395	Abastos	Venezuela	Suyama	2006	6-Dec	Speedy Express	184.41	My Brand C	241.92	12	95	0	Seafood	Lyng	Denmark	4	112	129.92	1	All Data
10395	Abastos	Venezuela	Suyama	2006	6-Dec	Speedy Express	184.41	My Brand B	1650.6	32.8	0	0	Meat	Gmate	Australia	10	700	950.6	1	All Data
10395	Abastos	Venezuela	Suyama	2006	6-Dec	Speedy Express	184.41	My Brand C	230.4	36	26	0	Dairy Products	Norske	Norway	12	96	134.4	1	All Data
10396	Franken	Germany	Davolio	2006	6-Dec	Federal Shipping	135.35	My Brand A	288	9	61	0	Grains	PBAB	Sweden	3	120	168	1	All Data
10396	Franken	Germany	Davolio	2006	6-Dec	Federal Shipping	135.35	My Brand A	1032	21.5	26	0	Dairy Products	Norske	Norway	7	420	612	1	All Data
10396	Franken	Germany	Davolio	2006	6-Dec	Federal Shipping	135.35	My Brand C	583.8	34.8	14	0	Dairy Products	Formaggi	Italy	11	231	352.8	1	All Data
10397	Princesa	Portugal	Buchanan	2006	6-Dec	Speedy Express	60.26	My Brand D	68	10	3	40	Confections	Specialty	UK	3	30	38	1	All Data
10397	Princesa	Portugal	Buchanan	2006	6-Dec	Speedy Express	60.26	My Brand A	648.72	53	20	0	Produce	Gmate	Australia	17	306	342.72	1	All Data
10398	Save-a-lot	USA	Fuller	2006	6-Dec	Federal Shipping	89.16	My Brand C	432	18	20	0	Beverages	Bigfoot	USA	6	180	252	1	All Data
10398	Save-a-lot	USA	Fuller	2006	6-Dec	Federal Shipping	89.16	My Brand A	2073.6	24	115	0	Meat	Ma Maison	Canada	8	960	1113.6	1	All Data
10399	Vaffel	Denmark	Callahan	2006	6-Dec	Federal Shipping	27.36	My Brand C	600	12.5	6	10	Confections	Specialty	UK	4	240	360	1	All Data
10399	Vaffel	Denmark	Callahan	2006	6-Dec	Federal Shipping	27.36	My Brand A	516	21.5	26	0	Dairy Products	Norske	Norway	7	210	306	1	All Data
10399	Vaffel	Denmark	Callahan	2006	6-Dec	Federal Shipping	27.36	My Brand B	504	18	57	0	Beverages	Karkki	Finland	6	210	294	1	All Data
10399	Vaffel	Denmark	Callahan	2006	6-Dec	Federal Shipping	27.36	My Brand D	145.6	13	32	0	Condiments	Plutzer	Germany	4	56	89.6	1	All Data
10400	Eastern	UK	Davolio	2007	7-Jan	Federal Shipping	83.93	My Brand B	2079	123.79	0	0	Meat	Plutzer	Germany	40	840	1239	1	All Data
10400	Eastern	UK	Davolio	2007	7-Jan	Federal Shipping	83.93	My Brand C	504	18	20	0	Beverages	Bigfoot	USA	6	210	294	1	All Data
10400	Eastern	UK	Davolio	2007	7-Jan	Federal Shipping	83.93	My Brand B	480	20	10	60	Confections	Karkki	Finland	6	180	300	1	All Data
10401	Canyon Groc	USA	Davolio	2007	7-Jan	Speedy Express	12.51	My Brand D	372.6	25.89	10	0	Seafood	Nord-Ost	Germany	8	144	228.6	1	All Data
10401	Canyon Groc	USA	Davolio	2007	7-Jan	Speedy Express	12.51	My Brand B	2128	38	21	10	Grains	Pasta BSRL	Italy	12	840	1288	1	All Data
10401	Canyon Groc	USA	Davolio	2007	7-Jan	Speedy Express	12.51	My Brand D	336	21.05	76	0	Condiments	Cajun	USA	7	140	196	1	All Data
10401	Canyon Groc	USA	Davolio	2007	7-Jan	Speedy Express	12.51	My Brand C	1032	21.5	26	0	Dairy Products	Norske	Norway	7	420	612	1	All Data
10402	Ernst Hand	Austria	Callahan	2007	7-Jan	United Package	67.88	My Brand D	432	9	61	0	Grains	PBAB	Sweden	3	180	252	1	All Data
10402	Ernst Hand	Austria	Callahan	2007	7-Jan	United Package	67.88	My Brand D	2281.5	43.9	24	0	Condiments	Pavlova	Australia	14	910	1371.5	1	All Data
10403	Ernst Hand	Austria	Peacock	2007	7-Jan	Federal Shipping	73.79	My Brand D	248.12	17.45	29	0	Confections	Pavlova	Australia	6	126	122.12	1	All Data
10403	Ernst Hand	Austria	Peacock	2007	7-Jan	Federal Shipping	73.79	My Brand A	606.9	12.75	15	70	Confections	Zaanse	Netherlands	4	280	326.9	1	All Data
10404	Magazzini	Italy	Fuller	2007	7-Jan	Speedy Express	155.97	My Brand B	709.65	31.23	15	0	Confections	Heli	Germany	10	300	409.65	1	All Data
10404	Magazzini	Italy	Fuller	2007	7-Jan	Speedy Express	155.97	My Brand C	425.6	14	26	0	Grains	Leka	Singapore	4	160	265.6	1	All Data
10404	Magazzini	Italy	Fuller	2007	7-Jan	Speedy Express	155.97	My Brand D	456	20	10	60	Confections	Karkki	Finland	6	180	276	1	All Data
10405	LINO-Deli	Venezuela	Davolio	2007	7-Jan	Speedy Express	34.82	My Brand D	400	10	13	70	Condiments	Liquids	UK	3	150	250	1	All Data
10406	Qn Cozinha	Brazil	King	2007	7-Jan	Speedy Express	108.04	My Brand A	144	18	39	0	Beverages	Liquids	UK	6	60	84	1	All Data
10406	Qn Cozinha	Brazil	King	2007	7-Jan	Speedy Express	108.04	My Brand B	216	10	3	40	Confections	Specialty	UK	3	90	126	1	All Data
10406	Qn Cozinha	Brazil	King	2007	7-Jan	Speedy Express	108.04	My Brand B	1375.92	45.6	26	0	Produce	Plutzer	Germany	15	630	745.92	1	All Data
10406	Qn Cozinha	Brazil	King	2007	7-Jan	Speedy Express	108.04	My Brand A	68.4	19	112	0	Seafood	Svensk	Sweden	6	30	38.4	1	All Data
10406	Qn Cozinha	Brazil	King	2007	7-Jan	Speedy Express	108.04	My Brand A	26.46	18.4	123	0	Seafood	NE Seafood	USA	6	12	14.46	1	All Data
10407	Ottilies	Germany	Fuller	2007	7-Jan	United Package	91.48	My Brand C	504	21	22	30	Dairy Products	CQL	Spain	7	210	294	1	All Data
10407	Ottilies	Germany	Fuller	2007	7-Jan	United Package	91.48	My Brand D	432	36	26	0	Dairy Products	Norske	Norway	12	180	252	1	All Data
10407	Ottilies	Germany	Fuller	2007	7-Jan	United Package	91.48	My Brand A	258	21.5	26	0	Dairy Products	Norske	Norway	7	105	153	1	All Data
10408	Folies	France	Callahan	2007	7-Jan	Speedy Express	11.26	My Brand A	208	26	11	50	Seafood	Svensk	Sweden	8	80	128	1	All Data
10408	Folies	France	Callahan	2007	7-Jan	Speedy Express	11.26	My Brand A	35.4	7.45	21	0	Meat	Ma Maison	Canada	2	12	23.4	1	All Data
10408	Folies	France	Callahan	2007	7-Jan	Speedy Express	11.26	My Brand A	1379	49.3	17	0	Confections	Forets	Canada	16	560	819	1	All Data
10409	Oceano	Argentina	Leverling	2007	7-Jan	Speedy Express	29.83	My Brand A	223.2	23.25	35	0	Produce	Mayumis	Japan	7	84	139.2	1	All Data
10409	Oceano	Argentina	Leverling	2007	7-Jan	Speedy Express	29.83	My Brand A	96	10	3	40	Confections	Specialty	UK	3	36	60	1	All Data
10410	BD Market	Canada	Leverling	2007	7-Jan	Federal Shipping	2.4	My Brand A	98	2.5	112	0	Dairy Products	Norske	Norway	1	49	49	1	All Data
10410	BD Market	Canada	Leverling	2007	7-Jan	Federal Shipping	2.4	My Brand A	704	55	79	0	Dairy Products	Gai P	France	18	288	416	1	All Data
10411	BD Market	Canada	Dodsworth	2007	7-Jan	Federal Shipping	23.65	My Brand A	154	9.65	85	0	Seafood	NE Seafood	USA	3	75	79	1	All Data
10411	BD Market	Canada	Dodsworth	2007	7-Jan	Federal Shipping	23.65	My Brand A	496	19.45	27	0	Condiments	Leka	Singapore	6	240	256	1	All Data
10411	BD Market	Canada	Dodsworth	2007	7-Jan	Federal Shipping	23.65	My Brand A	316.8	55	79	0	Dairy Products	Gai P	France	18	162	154.8	1	All Data
10412	Wartian	Finland	Callahan	2007	7-Jan	United Package	3.77	My Brand C	334.8	23.25	35	0	Produce	Mayumis	Japan	7	140	194.8	1	All Data
10413	La maison	France	Leverling	2007	7-Jan	United Package	95.66	My Brand A	345.6	18	39	0	Beverages	Liquids	UK	6	144	201.6	1	All Data
10413	La maison	France	Leverling	2007	7-Jan	United Package	95.66	My Brand A	1576	49.3	17	0	Confections	Forets	Canada	16	640	936	1	All Data
10413	La maison	France	Leverling	2007	7-Jan	United Package	95.66	My Brand B	201.6	18	57	0	Beverages	Karkki	Finland	6	84	117.6	1	All Data
10414	Familia	Brazil	Fuller	2007	7-Jan	Federal Shipping	21.48	My Brand A	124.83	9.2	25	0	Confections	Specialty	UK	3	54	70.83	1	All Data
10414	Familia	Brazil	Fuller	2007	7-Jan	Federal Shipping	21.48	My Brand A	100	2.5	112	0	Dairy Products	Norske	Norway	1	50	50	1	All Data
10415	Hungry Coy	USA	Leverling	2007	7-Jan	Speedy Express	0.2	My Brand A	62.4	39	0	0	Meat	Pavlova	Australia	12	24	38.4	1	All Data
10415	Hungry Coy	USA	Leverling	2007	7-Jan	Speedy Express	0.2	My Brand C	40	2.5	112	0	Dairy Products	Norske	Norway	1	20	20	1	All Data
10416	Wartian	Finland	Callahan	2007	7-Jan	Federal Shipping	22.72	My Brand A	146	9.2	25	0	Confections	Specialty	UK	3	60	86	1	All Data
10416	Wartian	Finland	Callahan	2007	7-Jan	Federal Shipping	22.72	My Brand C	262	32.8	0	0	Meat	Gmate	Australia	10	100	162	1	All Data
10416	Wartian	Finland	Callahan	2007	7-Jan	Federal Shipping	22.72	My Brand C	312	19.5	36	0	Grains	Pasta BSRL	Italy	6	120	192	1	All Data
10417	Simons bistro	Denmark	Peacock	2007	7-Jan	Federal Shipping	70.29	My Brand B	10540	263.5	17	0	Beverages	Joyeux	France	84	4200	6340	1	All Data
10417	Simons bistro	Denmark	Peacock	2007	7-Jan	Federal Shipping	70.29	My Brand A	14.4	12	95	0	Seafood	Lyng	Denmark	4	8	6.4	1	All Data
10417	Simons bistro	Denmark	Peacock	2007	7-Jan	Federal Shipping	70.29	My Brand B	270	12.5	6	10	Confections	Specialty	UK	4	144	126	1	All Data
10417	Simons bistro	Denmark	Peacock	2007	7-Jan	Federal Shipping	70.29	My Brand A	364	13	32	0	Condiments	Plutzer	Germany	4	140	224	1	All Data
10418	QUICK Stop	Germany	Peacock	2007	7-Jan	Speedy Express	17.55	My Brand A	912	19	17	40	Beverages	Liquids	UK	6	360	552	1	All Data
10418	QUICK Stop	Germany	Peacock	2007	7-Jan	Speedy Express	17.55	My Brand B	418	9.5	36	0	Confections	Zaanse	Netherlands	3	165	253	1	All Data
10418	QUICK Stop	Germany	Peacock	2007	7-Jan	Speedy Express	17.55	My Brand C	364.8	28.5	113	0	Condiments	Forets	Canada	9	144	220.8	1	All Data
10418	QUICK Stop	Germany	Peacock	2007	7-Jan	Speedy Express	17.55	My Brand A	120	10	4	20	Produce	Tokyo Tdrs	Japan	3	45	75	1	All Data
10419	Richter	Switzerland	Peacock	2007	7-Jan	United Package	137.35	My Brand A	1550.4	34	19	0	Dairy Products	Gai P	France	11	660	890.4	1	All Data
10419	Richter	Switzerland	Peacock	2007	7-Jan	United Package	137.35	My Brand A	547.2	36	26	0	Dairy Products	Norske	Norway	12	240	307.2	1	All Data
10420	Wellington	Brazil	Leverling	2007	7-Jan	Speedy Express	44.12	My Brand A	1396.8	97	29	0	Meat	Tokyo Tdrs	Japan	31	620	776.8	1	All Data
10420	Wellington	Brazil	Leverling	2007	7-Jan	Speedy Express	44.12	My Brand C	8.64	6	24	0	Seafood	Mayumis	Japan	2	4	4.64	1	All Data
10420	Wellington	Brazil	Leverling	2007	7-Jan	Speedy Express	44.12	My Brand C	86.4	15	15	10	Beverages	Pavlova	Australia	5	40	46.4	1	All Data
10420	Wellington	Brazil	Leverling	2007	7-Jan	Speedy Express	44.12	My Brand A	216	15	101	0	Seafood	Svensk	Sweden	5	100	116	1	All Data
10421	Que Del�cia	Brazil	Callahan	2007	7-Jan	Speedy Express	99.23	My Brand B	24.82	9.2	25	0	Confections	Specialty	UK	3	12	12.82	1	All Data
10421	Que Del�cia	Brazil	Callahan	2007	7-Jan	Speedy Express	99.23	My Brand D	747	31.23	15	0	Confections	Heli	Germany	10	300	447	1	All Data
10421	Que Del�cia	Brazil	Callahan	2007	7-Jan	Speedy Express	99.23	My Brand B	334.05	32.8	0	0	Meat	Gmate	Australia	10	150	184.05	1	All Data
10421	Que Del�cia	Brazil	Callahan	2007	7-Jan	Speedy Express	99.23	My Brand A	88.4	13	32	0	Condiments	Plutzer	Germany	4	40	48.4	1	All Data
10422	Franchi	Italy	Fuller	2007	7-Jan	Speedy Express	3.02	My Brand A	49.8	31.23	15	0	Confections	Heli	Germany	10	20	29.8	1	All Data
10423	Gourmet Lan	Brazil	Suyama	2007	7-Jan	Federal Shipping	24.5	My Brand B	140	12.5	0	70	Dairy Products	Formaggi	Italy	4	56	84	1	All Data
10423	Gourmet Lan	Brazil	Suyama	2007	7-Jan	Federal Shipping	24.5	My Brand A	880	55	79	0	Dairy Products	Gai P	France	18	360	520	1	All Data
10424	M�re	Canada	King	2007	7-Jan	United Package	370.61	My Brand A	691.2	18	20	0	Beverages	Bigfoot	USA	6	360	331.2	1	All Data
10424	M�re	Canada	King	2007	7-Jan	United Package	370.61	My Brand A	8263.36	263.5	17	0	Beverages	Joyeux	France	84	4116	4147.36	1	All Data
10424	M�re	Canada	King	2007	7-Jan	United Package	370.61	My Brand B	240	12.5	6	10	Confections	Specialty	UK	4	120	120	1	All Data
10425	La maison	France	Suyama	2007	7-Jan	United Package	7.93	My Brand B	144	24	115	0	Meat	Ma Maison	Canada	8	80	64	1	All Data
10425	La maison	France	Suyama	2007	7-Jan	United Package	7.93	My Brand D	216	18	57	0	Beverages	Karkki	Finland	6	120	96	1	All Data
10426	Galer�a	Spain	Peacock	2007	7-Jan	Speedy Express	18.69	My Brand C	152	38	21	10	Grains	Pasta BSRL	Italy	12	60	92	1	All Data
10426	Galer�a	Spain	Peacock	2007	7-Jan	Speedy Express	18.69	My Brand D	186.2	33.25	22	80	Grains	Plutzer	Germany	11	77	109.2	1	All Data
10427	Piccolo	Austria	Peacock	2007	7-Jan	United Package	31.29	My Brand D	651	23.25	35	0	Produce	Mayumis	Japan	7	245	406	1	All Data
10428	Reggiani	Italy	King	2007	7-Jan	Speedy Express	11.09	My Brand D	192	12	95	0	Seafood	Lyng	Denmark	4	80	112	1	All Data
10429	Hungry Owl	Ireland	Leverling	2007	7-Jan	United Package	56.63	My Brand A	520	16.25	65	0	Confections	Karkki	Finland	5	200	320	1	All Data
10429	Hungry Owl	Ireland	Leverling	2007	7-Jan	United Package	56.63	My Brand B	921.37	43.9	24	0	Condiments	Pavlova	Australia	14	490	431.37	1	All Data
10430	Ernst Hand	Austria	Peacock	2007	7-Jan	Speedy Express	458.78	My Brand B	1123.2	39	0	0	Meat	Pavlova	Australia	12	540	583.2	1	All Data
10430	Ernst Hand	Austria	Peacock	2007	7-Jan	Speedy Express	458.78	My Brand D	400	10	3	40	Confections	Specialty	UK	3	150	250	1	All Data
10430	Ernst Hand	Austria	Peacock	2007	7-Jan	Speedy Express	458.78	My Brand D	912	38	21	10	Grains	Pasta BSRL	Italy	12	360	552	1	All Data
10430	Ernst Hand	Austria	Peacock	2007	7-Jan	Speedy Express	458.78	My Brand A	2464	55	79	0	Dairy Products	Gai P	France	18	1260	1204	1	All Data
10431	BD Market	Canada	Peacock	2007	7-Jan	United Package	44.17	My Brand B	1170	39	0	0	Meat	Pavlova	Australia	12	600	570	1	All Data
10431	BD Market	Canada	Peacock	2007	7-Jan	United Package	44.17	My Brand A	551.25	18.4	123	0	Seafood	NE Seafood	USA	6	300	251.25	1	All Data
10431	BD Market	Canada	Peacock	2007	7-Jan	United Package	44.17	My Brand C	171	9.5	36	0	Confections	Zaanse	Netherlands	3	90	81	1	All Data
10432	SRBA	USA	Leverling	2007	7-Jan	United Package	4.34	My Brand A	249	31.23	15	0	Confections	Heli	Germany	10	100	149	1	All Data
10432	SRBA	USA	Leverling	2007	7-Jan	United Package	4.34	My Brand C	236	7.45	21	0	Meat	Ma Maison	Canada	2	80	156	1	All Data
10433	Princesa	Portugal	Leverling	2007	7-Feb	Federal Shipping	73.83	My Brand C	851.2	38	21	10	Grains	Pasta BSRL	Italy	12	336	515.2	1	All Data
10434	Folk Inc	Sweden	Leverling	2007	7-Feb	United Package	17.92	My Brand A	100.8	21	22	30	Dairy Products	CQL	Spain	7	42	58.8	1	All Data
10434	Folk Inc	Sweden	Leverling	2007	7-Feb	United Package	17.92	My Brand A	220.32	18	57	0	Beverages	Karkki	Finland	6	108	112.32	1	All Data
10435	Cons H	UK	Callahan	2007	7-Feb	United Package	9.21	My Brand A	152	19	17	40	Beverages	Liquids	UK	6	60	92	1	All Data
10435	Cons H	UK	Callahan	2007	7-Feb	United Package	9.21	My Brand C	201.6	21	104	0	Grains	PBAB	Sweden	7	84	117.6	1	All Data
10435	Cons H	UK	Callahan	2007	7-Feb	United Package	9.21	My Brand B	278	34.8	14	0	Dairy Products	Formaggi	Italy	11	110	168	1	All Data
10436	Blondes PF	France	Leverling	2007	7-Feb	United Package	156.66	My Brand C	48	12	95	0	Seafood	Lyng	Denmark	4	20	28	1	All Data
10436	Blondes PF	France	Leverling	2007	7-Feb	United Package	156.66	My Brand B	1094.4	38	21	10	Grains	Pasta BSRL	Italy	12	480	614.4	1	All Data
10436	Blondes PF	France	Leverling	2007	7-Feb	United Package	156.66	My Brand C	718.2	33.25	22	80	Grains	Plutzer	Germany	11	330	388.2	1	All Data
10436	Blondes PF	France	Leverling	2007	7-Feb	United Package	156.66	My Brand A	133.92	7.75	125	0	Beverages	Plutzer	Germany	2	48	85.92	1	All Data
10437	Wartian	Finland	Callahan	2007	7-Feb	Speedy Express	19.97	My Brand A	393	32.8	0	0	Meat	Gmate	Australia	10	150	243	1	All Data
10438	Toms	Germany	Leverling	2007	7-Feb	United Package	8.24	My Brand A	87.6	9.2	25	0	Confections	Specialty	UK	3	45	42.6	1	All Data
10438	Toms	Germany	Leverling	2007	7-Feb	United Package	8.24	My Brand D	179.2	14	111	0	Beverages	Bigfoot	USA	4	80	99.2	1	All Data
10438	Toms	Germany	Leverling	2007	7-Feb	United Package	8.24	My Brand B	187.2	19.5	36	0	Grains	Pasta BSRL	Italy	6	90	97.2	1	All Data
10439	M�re	Canada	Suyama	2007	7-Feb	Federal Shipping	4.07	My Brand A	456	38	86	0	Dairy Products	CQL	Spain	12	180	276	1	All Data
10439	M�re	Canada	Suyama	2007	7-Feb	Federal Shipping	4.07	My Brand B	222.4	17.45	29	0	Confections	Pavlova	Australia	6	96	126.4	1	All Data
10439	M�re	Canada	Suyama	2007	7-Feb	Federal Shipping	4.07	My Brand B	159.6	33.25	22	80	Grains	Plutzer	Germany	11	66	93.6	1	All Data
10439	M�re	Canada	Suyama	2007	7-Feb	Federal Shipping	4.07	My Brand C	240	10	4	20	Produce	Tokyo Tdrs	Japan	3	90	150	1	All Data
10440	Save-a-lot	USA	Peacock	2007	7-Feb	United Package	86.53	My Brand B	581.4	19	17	40	Beverages	Liquids	UK	6	270	311.4	1	All Data
10440	Save-a-lot	USA	Peacock	2007	7-Feb	United Package	86.53	My Brand D	578.94	17.45	29	0	Confections	Pavlova	Australia	6	294	284.94	1	All Data
10440	Save-a-lot	USA	Peacock	2007	7-Feb	United Package	86.53	My Brand B	2019.6	123.79	0	0	Meat	Plutzer	Germany	40	960	1059.6	1	All Data
10440	Save-a-lot	USA	Peacock	2007	7-Feb	United Package	86.53	My Brand A	1744.2	28.5	113	0	Condiments	Forets	Canada	9	810	934.2	1	All Data
10441	Old World	USA	Leverling	2007	7-Feb	United Package	73.02	My Brand C	1755	43.9	49	0	Confections	Heli	Germany	14	700	1055	1	All Data
10442	Ernst Hand	Austria	Leverling	2007	7-Feb	United Package	47.94	My Brand C	504	21	22	30	Dairy Products	CQL	Spain	7	210	294	1	All Data
10442	Ernst Hand	Austria	Leverling	2007	7-Feb	United Package	47.94	My Brand B	472	7.45	21	0	Meat	Ma Maison	Canada	2	160	312	1	All Data
10442	Ernst Hand	Austria	Leverling	2007	7-Feb	United Package	47.94	My Brand D	816	17	4	100	Condiments	Cajun	USA	5	300	516	1	All Data
10443	Reggiani	Italy	Callahan	2007	7-Feb	Speedy Express	13.95	My Brand C	80.64	21	22	30	Dairy Products	CQL	Spain	7	42	38.64	1	All Data
10443	Reggiani	Italy	Callahan	2007	7-Feb	Speedy Express	13.95	My Brand B	436.8	45.6	26	0	Produce	Plutzer	Germany	15	180	256.8	1	All Data
